Year,Song,Artist,query_idx,official,topic,channel_artist_same,keywords,video_title,video_channel,video_url
2014,BTS Cypher Pt.2: Triptych,BTS,5,False,False,False,True,"bts rm, j-hope, suga - bts cypher pt. 2 : triptych [color coded lyrics/han/rom/eng/가사]",lemoring,https://www.youtube.com/watch?v=-MwiiCiIzho
2014,Melancholy,KARA,0,False,False,True,True,kara - melancholy (24/7) (rom/eng/port lyrics),kara world subtitles,https://www.youtube.com/watch?v=AlPTqaIeP6Q
2014,Celebrate (Penguins of Madagascar OST),UNIQ,0,False,False,True,True,uniq - celebrate (from penguins of madagascar),유니크uniq,https://www.youtube.com/watch?v=JwcBtQ0MBS0
2014,걔 세 (I'm Him),Mino,1,False,False,False,True,[reupload] winner (mino solo) - i'm him (걔 세) [colour coded lyrics han/rom/eng],random fangirl,https://www.youtube.com/watch?v=3bvFXZ0GSuE
2014,Red Light,f(x),4,True,False,False,True,f(x) - red light ( official audio ),yuri kwon,https://www.youtube.com/watch?v=rjFg6FyBUN8
2014,Fantasy,AOA (에이오에이),2,False,False,False,True,aoa - fantasy (intro) [color coded han|rom|eng|esp],isaranghaesubs,https://www.youtube.com/watch?v=jiGO6TdREac
2014,Saturday Night,g.o.d,2,False,False,False,True,god (지오디) - saturday night [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=ofsi0kXsM10
2014,Reason,N.Flying (엔플라잉),6,False,False,False,True,n.flying (엔플라잉) - oh really. (아 진짜요.) [color coded lyrics/han/rom/eng/가사],jamong,https://www.youtube.com/watch?v=6Psew7nNMt4
2014,One and Only,N.Flying (엔플라잉),0,False,False,True,True,one n only (one n only),n.flying (엔플라잉),https://www.youtube.com/watch?v=mfyhYUWIkV4
2014,바람 (Wind),g.o.d,1,False,False,False,True,god (지오디) - wind (바람) [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=RwOLNUt3qN8
2014,Falling In Love,UNIQ,5,False,False,False,True,uniq - falling in love (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=_97S5pMPNrc
2014,I Like It!,AOA (에이오에이),6,False,False,False,True,aoa - short hair (단발머리) [color coded han|rom|eng],isaranghaesubs,https://www.youtube.com/watch?v=odBtcACwF0o
2014,Soulmate,AOA (에이오에이),0,False,False,False,True,aoa - my soulmate (내 반쪽) [color coded han|rom|eng],isaranghaesubs,https://www.youtube.com/watch?v=kBQ7Qtw6QuA
2014,I Like It! (Inst.),AOA (에이오에이),3,False,False,False,True,aoa - joa yo (i like it) lyrics (han/rom/eng),omo!omo! k-pop,https://www.youtube.com/watch?v=7BKjPuJyHvI
2014,Truth,CNBLUE (씨엔블루),5,False,False,False,True,[eng] 집착광공 재질의 가사🔥  cnblue -truth lyrics  [한글/가사/해석],정용화 저장소 jyh fan account,https://www.youtube.com/watch?v=Mk9OC_4OyWE
2014,Born Hater (with Epik High),Mino,2,False,False,False,True,epik high 에픽하이 - born hater official lyrics [han/rom/eng],golden maknae,https://www.youtube.com/watch?v=bN-yLxqH5eI
2014,Wave,CNBLUE (씨엔블루),9,False,False,True,True,radio (radio),cnblue (씨엔블루),https://www.youtube.com/watch?v=4-WUYCW-OwU
2014,Intro (Rise),Taeyang,2,False,False,False,True,taeyang - rise (intro) [lyrics],siti soleha,https://www.youtube.com/watch?v=SVqPR0oaTHs
2014,1AM,Taeyang,1,False,False,False,True,taeyang (태양) - 1am (color coded lyrics eng/rom/han),murmast,https://www.youtube.com/watch?v=k4tsi0dFD4U
2014,You Know That,AOA (에이오에이),1,False,False,False,True,aoa - you know that (말이 안 통해) [color coded han|rom|eng],isaranghaesubs,https://www.youtube.com/watch?v=1eEnlNRtBSw
2014,Stay With Me (feat. G-Dragon),Taeyang,2,False,False,False,True,taeyang feat. g-dragon 'stay with me' color coded lyrics 가사,prodzsub,https://www.youtube.com/watch?v=O2_tHkFwsCY
2014,"Eyes, Nose, Lips",Taeyang,2,False,False,False,True,"taeyang (태양) – eyes, nose, lips (눈, 코, 입) (color coded han|rom|eng lyrics)",yankat,https://www.youtube.com/watch?v=Bjm920Fyo34
2014,Body (아름다워),Taeyang,0,False,False,True,True,아름다워 (body),taeyang,https://www.youtube.com/watch?v=0Z69vLMKoaI
2014,Wait a Minute,소녀시대,3,False,False,False,True,girls’ generation (소녀시대) snsd – wait a minute lyrics color coded [han/rom/eng],milktea lyrics,https://www.youtube.com/watch?v=oANS2PRHzww
2014,Eyes,태티서,3,False,False,False,True,girls’ generation -taetiseo (소녀시대-태티서) – eyes lyrics (color coded) [han/rom/eng],milktea lyrics,https://www.youtube.com/watch?v=_g4JTJy8A0c
2014,Soul,소녀시대,2,False,False,False,True,girls' generation (소녀시대)- soul [color coded lyrics (eng/han/rom)],wendelina,https://www.youtube.com/watch?v=WYMAmsMk-do
2014,Europa,소녀시대,3,False,False,False,True,girls’ generation (소녀시대) – express 999 lyrics (han/rom/eng),yoong chan,https://www.youtube.com/watch?v=AtEa_FLuD5I
2014,This Ain’t It,Taeyang,4,False,False,False,True,taeyang ft. ailee - this isn't it  (이게 아닌데) {color coded lyrics han|rom|eng},colorcodedkpop,https://www.youtube.com/watch?v=1d4EzBbI4II
2014,Back Hug,소녀시대,3,False,False,False,True,girls’ generation (소녀시대) – back hug (백허그) lyrics (han/rom/eng),yoong chan,https://www.youtube.com/watch?v=LD6BWb2NF5U
2014,Mamma Mia,KARA,3,False,False,False,True,kara (카라) – mamma mia (맘마미아) (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=GIWQvWgm02E
2014,Good Boy (with Taeyang),G-Dragon,3,False,False,False,True,gd x taeyang - 'good boy' lyrics [color coded han|rom|eng],angie rm,https://www.youtube.com/watch?v=-XFJzlqXp60
2014,One More (하나 더),Fiestar,5,False,False,False,True,fiestar (피에스타) 'one more' (color coded lyrics han/rom/eng),sour. ice cream,https://www.youtube.com/watch?v=ClDfGdtzhTc
2014,BTS Cypher Pt.3: Killer (Feat. Supreme Boi),BTS,1,False,False,False,True,bts (방탄소년단) (rap line) - cypher pt.3: killer (feat. supreme boi) | color coded lyrics |  han/rom/eng,machi,https://www.youtube.com/watch?v=6ktszP05TUY
2014,Miss Right,BTS,0,False,False,False,True,bts - miss right (방탄소년단 - miss right) [color coded lyrics/han/rom/eng/가사],lemoring,https://www.youtube.com/watch?v=gQEibb19w8k
2014,I Love That (Her Lovely Heels OST),Han Seung-yeon,1,False,True,False,True,혼자 사랑 할까요,release - topic,https://www.youtube.com/watch?v=j7knKU34QiE
2014,Sweat,TVXQ,3,False,False,False,True,東方神起 tvxq! sweat lyrics,pau cristine,https://www.youtube.com/watch?v=PZq55d2zPZg
2014,Should I Love Alone? (혼자 사랑할까요) (Her Lovely Heels OST),Han Seung-yeon,2,False,True,False,True,혼자 사랑 할까요,release - topic,https://www.youtube.com/watch?v=j7knKU34QiE
2014,미운오리새끼 (The Ugly Duckling),g.o.d,0,False,True,True,True,the lone duckling (미운오리새끼),g.o.d - topic,https://www.youtube.com/watch?v=F29WNgIxJBI
2014,I'm Him (MINO),Winner,1,False,False,False,True,[reupload] winner (mino solo) - i'm him (걔 세) [colour coded lyrics han/rom/eng],random fangirl,https://www.youtube.com/watch?v=3bvFXZ0GSuE
2014,Time Works Wonders,TVXQ,5,False,False,False,True,tohoshinki 東方神起 - time works wonders with lyrics,husna nadhillah,https://www.youtube.com/watch?v=4p4u9kgGr9s
2014,Love is a Lie,Winner,1,False,False,False,True,winner - love is a lie lyrics (kor/rom/eng),cloudiie,https://www.youtube.com/watch?v=FGXxl3hZvEQ
2014,하늘색 약속 (Sky Blue Promise),g.o.d,1,False,False,False,True,god (지오디) - sky blue promise (하늘색 약속) [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=10r4p50SGrY
2014,MAMACITA (아야야),Super Junior,2,False,False,True,True,아야야 mamacita,super junior,https://www.youtube.com/watch?v=-kiLkUIpe5M
2014,Born To Fight (Teenage Mutant Ninja Turtles OST),UNIQ,0,False,False,False,True,uniq - born to fight (teenage mutant ninja turtles ost) | color coded lyrics,mandopop mango,https://www.youtube.com/watch?v=51vtNfCVlAc
2014,La Song,Rain,4,False,False,False,True,"rain - la song lyrics (han, rom, eng)",has shanea,https://www.youtube.com/watch?v=arEgwzto0WU
2014,척,Winner,1,False,False,False,True,위너(winner) - 척(love is a lie) lyrics [sub español + hangul],빂인서 vipincer,https://www.youtube.com/watch?v=O7TVWPXWf-k
2014,고백하는거야 (TAEHYUN),Winner,3,False,False,False,True,tae hyun - confession (고백하는 거야) | sub(han - rom - english) lyrics,ksingers,https://www.youtube.com/watch?v=2R66tbg-6Fc
2014,Stand Up,g.o.d,2,False,False,False,True,god (지오디) - stand up [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=YqDrQgOpq-4
2014,IGotU,History,0,False,False,True,True,i got u (i got u),history official channel,https://www.youtube.com/watch?v=7rcBZeVssmI
2014,30 Sexy,Rain,9,False,False,True,True,rain비 comeback special  '30 sexy'  [09 jan 2014],rain cloud america ww,https://www.youtube.com/watch?v=C5aLYy2O-z8
2014,It'sAlright,History,1,False,False,True,True,it's alright (it's alright),history official channel,https://www.youtube.com/watch?v=Zbb-jB1X2aA
2014,Gone (JIN),러블리즈 (Lovelyz),0,False,False,False,True,jin (러블리즈 진) 너만 없다 (gone) color coded lyrics (han/rom/eng),fairyoons,https://www.youtube.com/watch?v=wRO_BoCfB0I
2014,삐에로는우릴보고웃지,아이유,2,False,False,False,True,"iu ""pierrot smiles at us"" lyrics (아이유 삐에로는 우릴 보고 웃지)",[바카라] 벳츠비tv,https://www.youtube.com/watch?v=DCIQk43LctI
2014,BlueMoon,History,5,False,False,False,True,history - blue moon [color coded + english subs + romanization + hangul] hd,jenirus,https://www.youtube.com/watch?v=NTTSao-Vpo4
2014,을의연애,아이유,2,False,False,False,True,iu love of b lyrics (아이유 을의 연애 가사),[바카라] 벳츠비tv,https://www.youtube.com/watch?v=OmEfV9O_zDQ
2014,Good-bye Chapter 1,러블리즈 (Lovelyz),7,False,False,False,True,lovelyz - goodbye chapter 1 line distribution (color coded),ai naka,https://www.youtube.com/watch?v=D5OmKR5ZI5M
2014,Candy Jelly Love,러블리즈 (Lovelyz),8,False,False,False,True,lovelyz (러블리즈)  - candy jelly love (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=vqWOlSK8XEs
2014,"She is a flirt (feat. Jang Dongwoo of INFINITE) (BABYSOUL,Kei)",러블리즈 (Lovelyz),8,False,False,False,True,baby soul (베이비소울) & kei (케이) -  she is a flirt (그녀는 바람둥이야) [han/rom/eng color coded lyrics],krazy_klyrics,https://www.youtube.com/watch?v=3Rf3rzEUvmE
2014,Getaway,러블리즈 (Lovelyz),5,False,False,False,True,lovelyz (러블리즈) 비밀여행 (getaway) color coded lyrics (han/rom/eng),fairyoons,https://www.youtube.com/watch?v=0BMt6NlGWVw
2014,Delight (Yoo Jiae),러블리즈 (Lovelyz),2,False,False,False,True,yoo jiae (러블리즈 유지애) delight color coded lyrics (han/rom/eng),fairyoons,https://www.youtube.com/watch?v=Cj3xBAZfuqc
2014,Love You to Death,Taeyang,1,False,False,True,True,love you to death,taeyang,https://www.youtube.com/watch?v=Aemm9FF5ifM
2014,Let Go (버리고),Taeyang,0,False,False,True,True,버리고 (let go),taeyang,https://www.youtube.com/watch?v=4Y6C-C1kNCs
2014,소격동,아이유,3,False,False,False,True,아이유-소격동 가사/ iu-sogyeokdong lyrics,나의라임개쩌는오렌지나무,https://www.youtube.com/watch?v=nYHo0n0exBo
2014,꽃,아이유,5,False,False,False,True,"iu, kim yuna (아이유&김연아)_ 얼음꽃 (feat. 김세황) lyrics",이개모지,https://www.youtube.com/watch?v=8LnlhR6DQ7M
2014,나의옛날이야기,아이유,5,False,False,False,True,아이유(iu) - 나의 옛날이야기 [가사/lyrics],웅키,https://www.youtube.com/watch?v=EZUWqZ0d3OI
2014,Good Night Like Yesterday (어제처럼 굿나잇),러블리즈 (Lovelyz),2,False,False,False,True,lovelyz (러블리즈) – goodnight like yesterday (어제처럼 굿나잇) lyrics (han|rom|eng|color coded) #tbs,kim jihye,https://www.youtube.com/watch?v=AbhEz3tlLI4
2014,숨소리 (Breath) [with 종현],태연,5,False,False,False,True,[sm the ballad: jonghyun (shinee) & taeyeon (snsd)] breath (숨소리) hangul/romanized/english sub lyrics,hanabitomolyrics,https://www.youtube.com/watch?v=fFAB_Nb7z30
2014,Shout It Out,BoA,1,False,False,False,True,[english + romanized lyrics] shout it out - boa,soo hyun won,https://www.youtube.com/watch?v=Vo_opVIYF9M
2014,Masayume Chasing,BoA,5,False,False,False,True,"fairy tail op15 - "" masayume chasing"" by boa – color coded lyrics",lian vibes,https://www.youtube.com/watch?v=8v2mVX82E-w
2014,Curious,Fiestar,6,False,False,True,True,[audio] fiestar - intro (curious 3rd mini album),fiestar facts,https://www.youtube.com/watch?v=inqHEpeve6s
2014,Experience,태민,0,False,True,False,True,experience,taemin - topic,https://www.youtube.com/watch?v=F3B_mxhIjWQ
2014,Click!,Rainbow,1,False,False,False,True,rainbow - click! - color coded*han*rom*sub español*eng sub,ottokekpop,https://www.youtube.com/watch?v=tjrX6XyGoZ4
2014,Fly,BoA,0,False,False,False,True,boa (ボア) - fly (color coded lyrics kan/rom/eng),twentycolors,https://www.youtube.com/watch?v=H1ANN46MgSo
2014,Danger,태민,4,False,False,False,True,taemin (태민) 'danger (괴도)' (color coded lyrics han|rom|eng),kamlynkolors,https://www.youtube.com/watch?v=p5wQViBWBCU
2014,Bad Man Crying,Rainbow,8,False,False,False,True,rainbow - bad man crying (나쁜 남자가 운다) - [color coded lyrics - rom/han/eng],life music lyrics,https://www.youtube.com/watch?v=S567B14FHm8
2014,Pierrot,Rainbow,0,False,False,True,True,pierrot (pierrot),rainbow official,https://www.youtube.com/watch?v=rWklztRbsAA
2014,Privacy,Rainbow,0,False,False,True,True,privacy (privacy),rainbow official,https://www.youtube.com/watch?v=GD6QzscNeXA
2014,Cha Cha,Rainbow,2,False,False,False,True,rainbow blaxx (레인보우 블랙) – cha cha lyrics (color coded han/rom/eng),lovelyeonwoo,https://www.youtube.com/watch?v=G4BeXq16ofI
2014,MTBD (Mental Breakdown),CL,5,False,False,False,True,2ne1 (투애니원) - mtbd (멘붕) [cl solo] colour coded lyrics (han/rom/eng),k/j-pop lyrics,https://www.youtube.com/watch?v=-YSt8GdsIXE
2014,Cold Rain (추운 비),4Minute,2,False,False,False,True,4minute – cold rain (추운 비)  {color coded lyrics han|rom|eng},colorcodedkpop,https://www.youtube.com/watch?v=wznh_zM69wU
2014,Lucky Star,SHINee,4,False,False,False,True,shinee (샤이니) (シャイニー) lucky star - kan/rom/eng lyrics (가사) (歌詞),emma kirton,https://www.youtube.com/watch?v=B4UeRT4wEyU
2014,365,SHINee,0,False,False,False,True,shinee (샤이니) (シャイニー) 365 - kan/rom/eng lyrics (가사) (歌詞),emma kirton,https://www.youtube.com/watch?v=3hNbLRFSEcU
2014,Downtown Baby,SHINee,2,False,False,False,True,shinee (샤이니) (シャイニー) downtown baby - kan/rom/eng lyrics (가사) (歌詞),emma kirton,https://www.youtube.com/watch?v=pK7zPKLWC0o
2014,빨개요 (Red),HyunA,5,True,False,False,True,hyuna - 빨개요 (red) [official audio],marco ,https://www.youtube.com/watch?v=9oQevWN-YYE
2014,다르다,Winner,3,False,False,False,True,winner (위너) - la la [colour coded lyrics han/rom/eng],random fangirl,https://www.youtube.com/watch?v=_J9aGUw2a6k
2014,이 밤,Winner,8,False,False,False,True,[vietsub/han/rom lyrics] tonight 이밤 - winner,hokono,https://www.youtube.com/watch?v=F3VuIhosr1U
2014,Picasso,SHINee,0,False,False,True,True,shinee - picasso,shinee world v,https://www.youtube.com/watch?v=l_5aLAJJ6nY
2014,Smile Again,Winner,0,False,False,True,True,smile again,winner,https://www.youtube.com/watch?v=xyM_rzDTadI
2014,Whisper,Rainbow,0,False,True,False,True,rainbow whisper,phil thornton - topic,https://www.youtube.com/watch?v=WyqZhWUHL0Q
2014,Gain Weight (살만찌고) (feat. Brave Brothers),4Minute,0,False,True,True,True,살만찌고,포미닛(4minute) - topic,https://www.youtube.com/watch?v=Wi-MtD5XvP4
2014,컬러링,Winner,6,False,False,False,True,위너(winner) - 컬러링(color ring) lyrics [sub español + hangul],빂인서 vipincer,https://www.youtube.com/watch?v=HyFucKhEv80
2014,Happening,BTOB,2,False,False,False,True,btob - happening (color coded lyrics han-rom-eng),lostdeepin kpop,https://www.youtube.com/watch?v=_omQ3Ybl5mo
2014,공허해,Winner,2,False,False,False,True,winner(위너) - 공허해 [가사/lyrics],웅키,https://www.youtube.com/watch?v=apNv7Wh2jIo
2014,끼부리지마,Winner,1,False,False,False,True,winner (위너) - 끼부리지마 [가사/lyrics],웅키,https://www.youtube.com/watch?v=I3MEBeDwHN8
2014,넌 나의 천사 (You’re My Angel) (feat. JOO),BTOB,0,False,False,True,True,you’re my angel (넌 나의 천사 (feat. joo)),btob 비투비 (official youtube channel),https://www.youtube.com/watch?v=-bLK8cudJ-Y
2015,Obsession,Brown Eyed Girls,1,False,False,False,True,[eng sub] brown eyed girls (브라운 아이드 걸스) - obsession (lyrics),다브아걸,https://www.youtube.com/watch?v=2KsvY2Qo6dE
2014,Tough Cookie (터프쿠키),지코(Zico),1,False,False,False,True,zico - tough cookie (feat. don mills) (rom-han-eng lyrics),alyrics,https://www.youtube.com/watch?v=RQfONmKgJ5k
2015,Higgs,Brown Eyed Girls,5,False,False,False,True,brown eyed girls (브라운아이드걸스) – dice play (주사위 놀이) color coded lyrics han/rom/eng,cʜσα ʜчυηαღ,https://www.youtube.com/watch?v=j2GERqbsV5c
2015,Moonlight,인피니트 (Infinite),4,False,False,False,True,infinite-moonlight color-code lyrics han-rom-eng,catherine. wq,https://www.youtube.com/watch?v=v_L3L4BK5rg
2015,Toy,블락비(Block B),0,False,False,False,True,block b (블락비) - toy - (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=VedV33lx2BQ
2015,Boys and Girls (ft. Babylon),지코(Zico),5,False,False,False,True,zico - boys and girls color coded lyrics {han|rom|eng},key pop,https://www.youtube.com/watch?v=OMnSg2DHuVk
2015,GO CRAZY!,2PM,2,False,False,False,True,2pm - go crazy [color coded lyrics han/rom/eng] #2pm #jyp #colorcoded,miss jujus,https://www.youtube.com/watch?v=YlqboB1mVnw
2015,Well Done (ft. Ja Mezz),지코(Zico),3,False,False,False,True,zico (지코) - well done (feat. ja mezz)  가사/lyrics,yuyulyrics유유,https://www.youtube.com/watch?v=rntOrANeXRY
2015,Promise,EXO,3,False,False,False,True,exo (엑소) - promise (약속) (han/rom/eng color coded lyrics),jiestudio,https://www.youtube.com/watch?v=jiJU0B38UZI
2015,Warm Hole,Brown Eyed Girls,3,False,False,False,True,brown eyed girls (브라운아이드걸스) - warm hole (웜홀) (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=7F4MtRVzwUk
2015,Dice Play,Brown Eyed Girls,2,False,False,False,True,brown eyed girls (브라운아이드걸스) – dice play (주사위 놀이) color coded lyrics han/rom/eng,cʜσα ʜчυηαღ,https://www.youtube.com/watch?v=j2GERqbsV5c
2015,Yes or No (ft. Penomeco & The Quiett),지코(Zico),9,False,False,False,True,zico - yes or no ft. penomeco & the quiett [english lyrics],khiphop lyrics,https://www.youtube.com/watch?v=oXWYQfZ8mYo
2015,Brave New World,Brown Eyed Girls,8,False,False,False,True,brown eyed girls (브라운아이드걸스) - brave new world (신세계) (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=xmfW-1UT4Fc
2015,Light,Brown Eyed Girls,5,False,False,False,True,[eng sub] brown eyed girls (브라운 아이드 걸스) - light (lyrics),다브아걸,https://www.youtube.com/watch?v=zvd5zQgeDgU
2015,Wave,Brown Eyed Girls,1,False,False,False,True,[eng sub] brown eyed girls (브라운 아이드 걸스) - wave (lyrics),다브아걸,https://www.youtube.com/watch?v=lgQBfJYazfI
2015,Aalow Aalow,라붐,2,False,False,False,True,laboum (라붐) - aalow aalow (아로아로) (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=AB6zADQzQKw
2015,Fantasy,라붐,8,False,False,False,True,laboum 라붐   fantasy han|rom|eng lyrics,minnie haein,https://www.youtube.com/watch?v=EhCja2ksjko
2015,Are You Kiddin' Me?,라붐,0,False,False,False,True,laboum (라붐) - are you kidding/happy joke (장난햅) (color coded lyrics han/rom/eng),twentycolors,https://www.youtube.com/watch?v=sb1xYIYuPRA
2015,Atomic,Brown Eyed Girls,4,False,False,False,True,[eng sub] brown eyed girls (브라운 아이드 걸스) - atomic (lyrics),다브아걸,https://www.youtube.com/watch?v=lsxVK1AgIww
2015,Tasty,라붐,1,False,False,False,True,laboum (라붐) - tasty (color coded lyrics han/rom/eng),twentycolors,https://www.youtube.com/watch?v=r2AsKJWbYIA
2015,Tender Love,EXO,9,False,False,False,True,exo 엑소  – tender love (color coded lyrics han/rom/eng),cʜσα ʜчυηαღ,https://www.youtube.com/watch?v=PUsxyxmIhhQ
2015,Love Me Right,EXO,6,False,False,False,True,exo (엑소) - 'love me right' lyrics [color coded han|rom|eng],baeji,https://www.youtube.com/watch?v=5TxUtudRE1c
2015,Beautiful,EXO,2,False,False,False,True,beautiful (두근거려) - baekhyun (백현) (color coded han|rom|eng lyrics) [exo next door ost],yankat,https://www.youtube.com/watch?v=WKs6vZd5TH4
2015,Ice Cream Cake,Red Velvet,2,False,False,False,True,red velvet (레드벨벳) - ice cream cake (color coded han|rom|eng lyrics/sub),yankat,https://www.youtube.com/watch?v=nV6g2SPRq1w
2015,First Love,EXO,7,False,False,False,True,exo-k 엑소케이 – first love (color coded lyrics han/rom/eng),cʜσα ʜчυηαღ,https://www.youtube.com/watch?v=Ny5-oaE43B4
2015,Our House,2PM,3,False,False,False,True,2pm - 'my house' (우리집) (color coded lyrics han/rom/eng),soonie,https://www.youtube.com/watch?v=KIY2XkwOZBA
2015,Jump,2PM,0,False,False,True,True,jump,2pm,https://www.youtube.com/watch?v=RmYirAWDcCo
2015,WOW,2PM,2,False,False,False,True,2pm - wow {jpn/eng/esp} color coded,hottest chile,https://www.youtube.com/watch?v=wQ5v7_tsagc
2015,Take It Slow,Red Velvet,1,False,False,False,True,red velvet - take it slow [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=WvJ1oFzSg-k
2015,쩔어 (with T.O.P),G-Dragon,2,False,False,False,True,gd & t.o.p - zutter (쩔어) colour coded lyrics (han/rom/eng),k/j-pop lyrics,https://www.youtube.com/watch?v=yzNzab9xjDI
2015,Automatic,Red Velvet,2,False,False,False,True,red velvet (레드벨벳) - automatic (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=RVUv6Hw3WsE
2015,Winter Story,태티서,2,False,False,False,True,girls' generation-tts - 겨울을 닮은 너 (winter story) lyrics,yoong chan,https://www.youtube.com/watch?v=4CU3lZznReY
2015,Shake It,BTOB,8,False,False,False,True,btob (비투비) – shake it [han|rom|eng] color coded lyrics,msrhansn,https://www.youtube.com/watch?v=NheZRqg1oH4
2015,Fractal,Brown Eyed Girls,1,False,False,False,True,[eng sub] brown eyed girls (브라운 아이드 걸스) - fractal (lyrics),다브아걸,https://www.youtube.com/watch?v=LvBa-xVgia8
2015,I Like The Way,태티서,1,False,False,False,True,taetiseo - i like the way [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=haXhx5qqjm4
2015,Sugar Sugar,라붐,1,False,False,False,True,laboum (라붐) - sugar sugar (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=xc-X_P3-HSQ
2015,Blowin,BTOB,5,False,False,False,True,btob (비투비) - 신바람 (blow up)) lyrics (color coded/eng/rom/han),nicê,https://www.youtube.com/watch?v=Xdmf7A40Q48
2015,You Think,소녀시대,3,False,False,False,True,girls' generation (소녀시대) - you think (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=wXHSWa5jAjI
2015,여름이다! (Natsuiro My Girl),BTOB,1,False,False,True,True,my girl (夏色 my girl / 여름색 my girl),btob 비투비 (official youtube channel),https://www.youtube.com/watch?v=NHVmKKxhclA
2015,Complete (Intro),BTOB,1,False,False,False,True,btob (비투비) - complete (intro) (colour coded) [han|rom|eng lyrics],kaiuos,https://www.youtube.com/watch?v=bwBrdbatDNM
2015,Smash,BoA,0,False,False,True,True,smash,boa,https://www.youtube.com/watch?v=-EdKnDnPvJ4
2015,Party,소녀시대,6,False,False,False,True,"[lyric m] girls' generation(snsd) - party, 소녀시대 - 파티",mbckpop,https://www.youtube.com/watch?v=DLw8bGbuJRg
2015,One Afternoon,소녀시대,1,False,False,False,True,girls’ generation (소녀시대) - one afternoon (어떤 오후) (han|rom|eng) color coded lyrics/한국어 가사,iwee,https://www.youtube.com/watch?v=EIWKcMrPtYs
2015,Sign,소녀시대,2,False,False,False,True,girls' generation (소녀시대) - sign (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=cS6DiiCxON4
2015,Talk Talk,소녀시대,2,False,False,False,True,girls' generation (소녀시대) - talk talk (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=yCXQS3x9R8s
2015,Dear Santa,태티서,1,False,False,False,True,girls' generation-tts (소녀시대-태티서) - dear santa (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=GtmZRnMw9m8
2015,Who Are You,BoA,1,False,False,False,True,"who are you - boa lyrics [han,rom,eng]",tamtam lyrics,https://www.youtube.com/watch?v=n-l4Lzy1Ie4
2015,Beautiful Tonight,종현,8,False,False,False,True,jonghyun - beautiful tonight (rom~han~eng lyrics),alyrics,https://www.youtube.com/watch?v=gJlVG4P6fIY
2015,Bang Bang Bang,BigBang,2,False,False,False,True,bigbang – bang bang bang (뱅뱅뱅) (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=UwbGi2nGFQg
2015,Kiss My Lips,BoA,5,False,False,False,True,boa - kiss my lips eng/rom lyrics,cati,https://www.youtube.com/watch?v=VhO3-gIt5sA
2015,I,태연,8,False,False,False,True,"taeyeon (태연) - ""fine"" (color coded lyrics eng/rom/han/가사)",janguche,https://www.youtube.com/watch?v=yGWkQNtM_F0
2015,U R,태연,1,False,False,False,True,태연(taeyeon) - u r [가사/lyrics],웅키,https://www.youtube.com/watch?v=pDa8o2_SXFY
2015,Oh Honey,비스트,1,False,False,False,True,beast (비스트) - oh honey (color coded lyrics han/rom/eng/가사),b2uty_light,https://www.youtube.com/watch?v=zkf9dEHa1Cw
2015,In the Summer Night,Son Dongwoon,6,False,True,False,True,first sad ending (첫 이별),release - topic,https://www.youtube.com/watch?v=QOGA9d6sA8Q
2015,A Few Years Later (몇 년 후에),블락비(Block B),3,False,False,False,True,block b (블락비) -  a few years later (몇년후에) [color coded han|rom|eng lyrics] / by yeylo,yeylo,https://www.youtube.com/watch?v=3q6oEyVi9Dk
2015,See You There,비스트,9,False,False,False,True,beast (비스트) - at that place (그곳에서) (color coded lyrics han/rom/eng/가사),b2uty_light,https://www.youtube.com/watch?v=vfxMyHhsuwM
2015,Take It All,비스트,0,False,False,False,True,beast (비스트) - take it (가져가) (color coded lyrics han/rom/eng/가사),b2uty_light,https://www.youtube.com/watch?v=TavKMKxiBbY
2015,Stars Appear…,Super Junior,0,False,False,False,True,super junior (슈퍼주니어) – stars appear... (별이 뜬다) (color coded lyrics) [han/rom/eng],hyukshi,https://www.youtube.com/watch?v=6IuyGTt68E4
