Year,Song,Artist,query_idx,official,topic,channel_artist_same,keywords,video_title,video_channel,video_url
2010,I'll Be Back,2PM,0,False,False,True,True,"2pm ""i'll be back"" m/v",2pm,https://www.youtube.com/watch?v=jMdofhj9WKU
2010,Try to Follow Me (날 따라 해봐요),2NE1,0,False,False,True,True,2ne1 - 날 따라 해봐요(follow me) m/v,2ne1,https://www.youtube.com/watch?v=0q62LBAbphk
2011,NEVERLAND,U-KISS,0,False,False,True,True,u-kiss(유키스) neverland(네버랜드) m/v full ver,u-kiss,https://www.youtube.com/watch?v=n3dF0Y7deb0
2011,0330,U-KISS,2,False,False,True,True,u-kiss(유키스) 0330 m/v full ver.,u-kiss,https://www.youtube.com/watch?v=O7aFRaKyTfo
2011,직감 (Intuition),CNBLUE (씨엔블루),2,False,False,True,True,cnblue - 직감 m/v,cnblue (씨엔블루),https://www.youtube.com/watch?v=_500iqJggs0
2011,Step,KARA,0,False,False,True,True,kara - step m/v,kara official,https://www.youtube.com/watch?v=zYoYoBtLqOY
2011,Hot,2PM,0,False,False,True,True,"2pm ""hot"" m/v",2pm,https://www.youtube.com/watch?v=kf-uYtg5U5s
2011,Hands Up,2PM,0,False,False,True,True,"2pm ""hands up"" m/v",2pm,https://www.youtube.com/watch?v=KgrB2KBZws4
2011,Give It to Me,2PM,0,False,False,True,True,"2pm ""give it to me"" m/v",2pm,https://www.youtube.com/watch?v=hv3n36p_8oc
2011,Thank You,2PM,0,False,False,True,True,"2pm ""thank you"" m/v",2pm,https://www.youtube.com/watch?v=48RtZ_CV--A
2011,Beautiful Hangover,BigBang,1,False,False,True,True,bigbang - beautiful hangover m/v,bigbang,https://www.youtube.com/watch?v=XHVdoGwU43Y
2011,Ugly,2NE1,0,False,False,True,True,2ne1 - ugly m/v,2ne1,https://www.youtube.com/watch?v=NGe0hHvAGkc
2011,Don't Cry (Park Bom Solo),2NE1,1,False,False,True,True,park bom - don't cry m/v,2ne1,https://www.youtube.com/watch?v=ypit0NcNV-8
2011,Don't Stop the Music,2NE1,0,False,False,True,True,2ne1 - don't stop the music (yamaha 'fiore' cf theme song) m/v,2ne1,https://www.youtube.com/watch?v=J5ekB4l-6wg
2011,Lonely,2NE1,0,False,False,True,True,2ne1 - lonely m/v,2ne1,https://www.youtube.com/watch?v=5n4V3lGEyG4
2011,Hate You,2NE1,0,False,False,True,True,2ne1 - hate you m/v,2ne1,https://www.youtube.com/watch?v=NB5jyYD2WEw
2011,I Am the Best (내가 제일 잘 나가),2NE1,0,False,False,True,True,2ne1 - 내가 제일 잘 나가(i am the best) m/v,2ne1,https://www.youtube.com/watch?v=j7_lSP8Vc3o
2011,Love Song,BigBang,0,False,False,True,True,bigbang - love song m/v,bigbang,https://www.youtube.com/watch?v=IKZEmLvYVF0
2012,I Love You,2NE1,0,False,False,True,True,2ne1 - i love you m/v,2ne1,https://www.youtube.com/watch?v=LUrUPzLm5SI
2012,F. Scott Fitzgerald's Way of Love,2AM,0,False,False,True,True,"2am ""i wonder if you hurt like me(너도 나처럼)"" m/v",2am,https://www.youtube.com/watch?v=OhuVWznRDDs
2012,Somebody Else,SE7EN,0,False,False,True,True,se7en - somebody else m/v,officialse7en,https://www.youtube.com/watch?v=uwoGlre-bk0
2012,When I Can't Sing,SE7EN,0,False,False,True,True,se7en - when i can't sing (내가 노래를 못해도) m/v,officialse7en,https://www.youtube.com/watch?v=dQwEM6W9kUI
2012,The Special to Kiss Me,U-KISS,3,False,False,True,True,"u-kiss(유키스) digital single ""평생(for kiss me) "" m/v",u-kiss,https://www.youtube.com/watch?v=7CHP5dUKDB4
2012,ELVIS,AOA (에이오에이),0,False,False,True,True,aoa - elvis m/v,aoa,https://www.youtube.com/watch?v=e5KOIrBcwj8
2012,Angels' Story,AOA (에이오에이),0,False,False,True,True,aoa - elvis m/v,aoa,https://www.youtube.com/watch?v=e5KOIrBcwj8
2012,Wanna Be,AOA (에이오에이),2,False,False,True,True,aoa - get out m/v,aoa,https://www.youtube.com/watch?v=9sn_g7aWGoU
2012,Get Out,AOA (에이오에이),0,False,False,True,True,aoa - get out m/v,aoa,https://www.youtube.com/watch?v=9sn_g7aWGoU
2012,Stop Girl,U-KISS,0,False,False,True,True,u-kiss 'stop girl' m/v color full ver.,u-kiss,https://www.youtube.com/watch?v=d_AwyTp9qb0
2012,Fantastic Baby,BigBang,0,False,False,True,True,bigbang - fantastic baby m/v,bigbang,https://www.youtube.com/watch?v=AAbokV76tkU
2012,Hey You,CNBLUE (씨엔블루),0,False,False,True,True,cnblue - hey you m/v,cnblue (씨엔블루),https://www.youtube.com/watch?v=hZYuZ5DIvn4
2012,Bad Boy,BigBang,0,False,False,True,True,bigbang - bad boy m/v,bigbang,https://www.youtube.com/watch?v=1qnV55LUFVM
2012,Irresistible Lips,BTOB,0,False,False,True,True,btob - 그 입술을 뺏었어(irresistible lips) m/v,btob 비투비 (official youtube channel),https://www.youtube.com/watch?v=uTB_2OfZMrk
2012,Blue,BigBang,0,False,False,True,True,bigbang - blue m/v,bigbang,https://www.youtube.com/watch?v=2GRP1rkE4O0
2013,Standing Still,U-KISS,0,False,False,True,True,u-kiss(유키스) /  standing still m/v full ver,u-kiss,https://www.youtube.com/watch?v=bOPHIx81bQE
2013,Confused,AOA (에이오에이),0,False,False,True,True,aoa - 흔들려 (confused) m/v,aoa,https://www.youtube.com/watch?v=R1-BTf3_Mys
2013,Do You Love Me,2NE1,0,False,False,True,True,2ne1 - do you love me m/v,2ne1,https://www.youtube.com/watch?v=HRTb81FpWq0
2013,Falling in Love,2NE1,0,False,False,True,True,2ne1 - falling in love m/v,2ne1,https://www.youtube.com/watch?v=zEVd9pSG85Q
2013,Snake,A-JAX,0,False,False,True,True,a-jax(에이젝스) - snake(능구렁이) m/v,a-jax,https://www.youtube.com/watch?v=h57eQKCxUac
2013,Missing You (그리워해요),2NE1,0,False,False,True,True,2ne1 - 그리워해요(missing you) m/v,2ne1,https://www.youtube.com/watch?v=AG0jlKdB1s0
2013,Arigatou,SE7EN,2,False,False,True,True,se7en - thank u (고마워) m/v,officialse7en,https://www.youtube.com/watch?v=lY-3Qlvnl2g
2014,Cha Cha,Rainbow,0,False,False,True,True,rainbow blaxx(레인보우 블랙)-cha cha m/v,rainbow official,https://www.youtube.com/watch?v=fKAi5cWHYDY
2014,Stay With Me,A-JAX,0,False,False,True,True,a-jax(에이젝스)-같이 있을까(stay with me) m/v full ver.,a-jax,https://www.youtube.com/watch?v=96cVd8GkZ2U
2014,Miniskirt,AOA (에이오에이),0,False,False,True,True,aoa - 짧은 치마 (miniskirt) m/v,aoa,https://www.youtube.com/watch?v=q6f-LLM1H6U
2014,I Like It!,AOA (에이오에이),3,False,False,True,True,aoa - 단발머리 (short hair) m/v,aoa,https://www.youtube.com/watch?v=N5wzkQvzp4c
2014,Short Hair,AOA (에이오에이),0,False,False,True,True,aoa - 단발머리 (short hair) m/v,aoa,https://www.youtube.com/watch?v=N5wzkQvzp4c
2014,Can't Stop,CNBLUE (씨엔블루),0,False,False,True,True,cnblue - can't stop m/v,cnblue (씨엔블루),https://www.youtube.com/watch?v=75KBwVtd_W0
2014,I'm Him (MINO),Winner,0,False,False,True,True,winner - '걔 세(i'm him)' mino solo m/v,winner,https://www.youtube.com/watch?v=iQnAL-f2grI
2014,컬러링,Winner,0,False,False,True,True,winner - '컬러링(color ring)' m/v,winner,https://www.youtube.com/watch?v=vQIfXg7UukI
2014,Happy,2NE1,0,False,False,True,True,2ne1 - happy m/v,2ne1,https://www.youtube.com/watch?v=didptMJxjpE
2014,공허해,Winner,0,False,False,True,True,winner - '공허해(empty)' m/v,winner,https://www.youtube.com/watch?v=gEqlF5N8UMs
2014,Crush,2NE1,1,False,False,True,True,2ne1 - crush (japanese ver.) m/v,2ne1,https://www.youtube.com/watch?v=TpC3TBIvRSk
2014,Gotta Be You,2NE1,0,False,False,True,True,2ne1 - 너 아님 안돼 (gotta be you) m/v,2ne1,https://www.youtube.com/watch?v=zdKTgwffmdo
2014,Come Back Home,2NE1,0,False,False,True,True,2ne1 - come back home m/v,2ne1,https://www.youtube.com/watch?v=vLbfv-AAyvQ
2015,Playground,U-KISS,0,False,False,True,True,유키스(u-kiss)  '놀이터(playground)'  m/v full ver.,u-kiss,https://www.youtube.com/watch?v=4kVwaXys8WQ
2015,이별길 (Goodbye Road),iKON,0,False,False,True,True,ikon - '이별길(goodbye road)' m/v,ikon,https://www.youtube.com/watch?v=2O6dRaBbFoo
2015,왜 또 (What’s Wrong?),iKON,0,False,False,True,True,ikon - 왜 또(what's wrong?) m/v,ikon,https://www.youtube.com/watch?v=KS2UujCafvQ
2015,Airplane,iKON,0,False,False,True,True,ikon - airplane m/v,ikon,https://www.youtube.com/watch?v=ORzHsIWx8UQ
2015,리듬 타,iKON,0,False,False,True,True,ikon - 리듬 타(rhythm ta) m/v,ikon,https://www.youtube.com/watch?v=tYI5CriE6XU
2015,지못미 (Apology),iKON,0,False,False,True,True,ikon - 지못미(apology) m/v,ikon,https://www.youtube.com/watch?v=blSCDrx0CDA
2015,오늘부터 우리는 (Me Gustas Tu),여자친구,0,False,False,True,True,여자친구 gfriend - 오늘부터 우리는 me gustas tu m/v,여자친구 gfriend official,https://www.youtube.com/watch?v=YYHyAIFG3iI
2015,My Type (취향저격),iKON,0,False,False,True,True,ikon - 취향저격(my type) m/v,ikon,https://www.youtube.com/watch?v=ZS6vfv4sszg
2015,덤앤더머,iKON,0,False,False,True,True,ikon - 덤앤더머(dumb&dumber) m/v,ikon,https://www.youtube.com/watch?v=QjZkpm7_kRk
2015,오늘 모해 (#WYD),iKON,0,False,False,True,True,ikon - '오늘 모해(#wyd)’ m/v,ikon,https://www.youtube.com/watch?v=hth1VQNPtj0
2015,Adore U (아낀다),세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] 세븐틴(seventeen)-아낀다 (adore u),seventeen,https://www.youtube.com/watch?v=9rUFQJrCT7M
2015,Mansae (만세),세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - 만세(mansae),seventeen,https://www.youtube.com/watch?v=9M7k9ZV67c0
2015,괜찮아요 (It’s Okay),BTOB,1,False,False,True,True,btob(비투비) - 괜찮아요 (it's okay) dance ver m/v,btob 비투비 (official youtube channel),https://www.youtube.com/watch?v=f4rN5Y7Dx_I
2015,YeY,비스트,0,False,False,True,True,beast(비스트) - 예이 (yey) m/v,beast 비스트 (official youtube channel),https://www.youtube.com/watch?v=8JQJ83aFNo8
2015,Gotta Go To Work,비스트,0,False,False,True,True,beast(비스트) - 일하러 가야 돼 (gotta go to work) m/v,beast 비스트 (official youtube channel),https://www.youtube.com/watch?v=mjP5mx30g8c
2015,신데렐라 (Cinderella),CNBLUE (씨엔블루),1,False,False,True,True,cnblue(씨엔블루) - cinderella(신데렐라) m/v,cnblue (씨엔블루),https://www.youtube.com/watch?v=YLay6l7CakM
2015,Loser,BigBang,0,False,False,True,True,bigbang - loser m/v,bigbang,https://www.youtube.com/watch?v=1CTced9CMMk
2015,Bang Bang Bang,BigBang,0,False,False,True,True,bigbang - 뱅뱅뱅 (bang bang bang) m/v,bigbang,https://www.youtube.com/watch?v=2ips2mM7Zqw
2015,기가 막혀 (Awesome),N.Flying (엔플라잉),0,False,False,True,True,n.flying (엔플라잉) - 기가 막혀 (awesome) m/v,n.flying (엔플라잉),https://www.youtube.com/watch?v=I4yiOSuk930
2015,Awesome,N.Flying (엔플라잉),0,False,False,True,True,n.flying (엔플라잉) - 기가 막혀 (awesome) m/v,n.flying (엔플라잉),https://www.youtube.com/watch?v=I4yiOSuk930
2016,Stalker,U-KISS,0,False,False,True,True,유키스(u-kiss) 'stalker' m/v full ver.,u-kiss,https://www.youtube.com/watch?v=3pN7REpLn3I
2016,Ice Cream,2PM,0,False,False,True,True,"junho (from 2pm) ""ice cream"" m/v",2pm,https://www.youtube.com/watch?v=VrCTUi_7NzM
2016,휘파람 (Whistle),BLACKPINK,0,False,False,True,True,blackpink - '휘파람 (whistle)' m/v,blackpink,https://www.youtube.com/watch?v=dISNgvVpWlo
2016,Lifted,CL,0,False,False,True,True,cl - 'lifted' m/v,cl official channel,https://www.youtube.com/watch?v=Mr29X77OA5g
2016,붐바야 (Boombayah),BLACKPINK,0,False,False,True,True,blackpink - '붐바야 (boombayah)' m/v,blackpink,https://www.youtube.com/watch?v=bwmSjveL3Lc
2016,불장난 (Playing with Fire),BLACKPINK,0,False,False,True,True,blackpink - '불장난 (playing with fire)' m/v,blackpink,https://www.youtube.com/watch?v=9pdj4iJD08s
2016,Stay,BLACKPINK,0,False,False,True,True,blackpink - 'stay' m/v,blackpink,https://www.youtube.com/watch?v=FzVR_fymZw4
2016,The Rainbow (레인보우),Rainbow,1,False,False,True,True,"[m/v]레인보우(rainbow)full hd ""a""",rainbow official,https://www.youtube.com/watch?v=QnAhnxmSNFw
2016,Hit Song,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - hit,seventeen,https://www.youtube.com/watch?v=F9CrRG6j2SM
2016,I Am Good,SE7EN,1,False,False,True,True,se7en - i'm going crazy m/v,officialse7en,https://www.youtube.com/watch?v=l5nEUWiCXPs
2016,Love Letter,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - 사랑쪽지(love letter),seventeen,https://www.youtube.com/watch?v=UwZv5jjPaBE
2016,Healing,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - 힐링(healing),seventeen,https://www.youtube.com/watch?v=BZD5m9K8hxk
2016,Sentimental,Winner,0,False,False,True,True,winner - '센치해(sentimental)' m/v,winner,https://www.youtube.com/watch?v=OV9NJGTLm-4
2016,Baby Baby,Winner,0,False,False,True,True,winner - 'baby baby' m/v,winner,https://www.youtube.com/watch?v=jBBy2p5EQhs
2016,Last Dance,BigBang,0,False,False,True,True,bigbang - ‘last dance’ m/v,bigbang,https://www.youtube.com/watch?v=--zku6TB5NY
2016,시간을 달려서 (Rough),여자친구,0,False,False,True,True,여자친구 gfriend - 시간을 달려서(rough) m/v,여자친구 gfriend official,https://www.youtube.com/watch?v=r_6q_-d-7Sk
2016,Let's Not Fall in Love,BigBang,0,False,False,True,True,bigbang - 우리 사랑하지 말아요(let's not fall in love) m/v,bigbang,https://www.youtube.com/watch?v=9jTo6hTZmiQ
2016,Zutter (GD&TOP),BigBang,0,False,False,True,True,bigbang(gd&t.o.p) - 쩔어(zutter) m/v,bigbang,https://www.youtube.com/watch?v=D8t8A8E_Tqc
2016,Sober,BigBang,0,False,False,True,True,bigbang - 맨정신(sober) m/v,bigbang,https://www.youtube.com/watch?v=MBNQgq56egk
2016,We Like 2 Party,BigBang,0,False,False,True,True,bigbang - we like 2 party m/v,bigbang,https://www.youtube.com/watch?v=oFmfi1vM7co
2016,Bae Bae,BigBang,0,False,False,True,True,bigbang - bae bae m/v,bigbang,https://www.youtube.com/watch?v=TKD03uPVD-Q
2017,FINGERTIP,여자친구,0,False,False,True,True,여자친구 gfriend - fingertip 핑거팁 m/v,여자친구 gfriend official,https://www.youtube.com/watch?v=hRPrpLSo4To
2017,벌떼 (B-Day),iKON,0,False,False,True,True,ikon - '벌떼 (b-day)' m/v,ikon,https://www.youtube.com/watch?v=DvDPinu7pVY
2017,Love Me Love Me,Winner,0,False,False,True,True,winner - 'love me love me' m/v,winner,https://www.youtube.com/watch?v=ppOWR7ZLl7Q
2017,Island,Winner,0,False,False,True,True,winner - 'island' m/v,winner,https://www.youtube.com/watch?v=kRj4toENrnA
2017,Fool,Winner,0,False,False,True,True,winner - 'fool' m/v,winner,https://www.youtube.com/watch?v=GsebMOWQiYM
2017,Really Really,Winner,0,False,False,True,True,winner - 'really really' m/v,winner,https://www.youtube.com/watch?v=4tBnF46ybZk
2017,SUMMER RAIN,여자친구,0,False,False,True,True,여자친구 gfriend - 여름비 (summer rain) m/v,여자친구 gfriend official,https://www.youtube.com/watch?v=k7npTim4Xj4
2017,Happy New Year 2017,UNIQ,1,False,False,True,True,[making] uniq 'happy new year 2017' m/v making film (kor ver.),유니크uniq,https://www.youtube.com/watch?v=lXnJlNya8qM
2017,Goodbye (안녕),2NE1,0,False,False,True,True,2ne1 - '안녕 (goodbye)' m/v,2ne1,https://www.youtube.com/watch?v=wEkLHC7l25w
2017,마지막처럼 (As If It’s Your Last),BLACKPINK,0,False,False,True,True,blackpink - '마지막처럼 (as if it's your last)' m/v,blackpink,https://www.youtube.com/watch?v=Amq-qlqbjYA
2017,Trust Me (KARD version),KARD,0,False,False,True,True,kard - 'trust me' official m/v,kard,https://www.youtube.com/watch?v=dhF3Y7esoWM
2017,You in Me,KARD,0,False,False,True,True,kard - 'you in me' official m/v,kard,https://www.youtube.com/watch?v=t1aGbpn-NUI
2017,With ELVIS,AOA (에이오에이),0,False,False,True,True,aoa - elvis m/v,aoa,https://www.youtube.com/watch?v=e5KOIrBcwj8
2017,Hola Hola,KARD,0,False,False,True,True,kard - hola hola m/v,kard,https://www.youtube.com/watch?v=USx4WyrkfU4
2017,Lilili Yabbay (13월의 춤),세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) _ svt performance team - '13월의 춤',seventeen,https://www.youtube.com/watch?v=VKuvYk-FsPM
2017,Change Up,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) _ svt leaders - 'change up',seventeen,https://www.youtube.com/watch?v=6iCn6Qpy36k
2017,Trauma,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) _ svt hiphopteam - 'trauma',seventeen,https://www.youtube.com/watch?v=4tRsEUB6-bk
2017,Pinwheel,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) _ svt vocal team - '바람개비',seventeen,https://www.youtube.com/watch?v=aarBJqitCJE
2017,Don't Wanna Cry (울고 싶지 않아),세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - 울고 싶지 않아 (don't wanna cry),seventeen,https://www.youtube.com/watch?v=zEkg4GBQumc
2017,Don't Recall,KARD,0,False,False,True,True,k.a.r.d - don`t recall m/v,kard,https://www.youtube.com/watch?v=41Dp7Q-SM1Y
2017,RUMOR (Hidden Version),KARD,1,False,False,True,True,k.a.r.d - rumor m/v,kard,https://www.youtube.com/watch?v=8LPjJ1p4dYs
2017,RUMOR,KARD,1,False,False,True,True,k.a.r.d - rumor m/v,kard,https://www.youtube.com/watch?v=8LPjJ1p4dYs
2017,Don't Recall (Hidden Version),KARD,0,False,False,True,True,k.a.r.d - don't recall m/v (hidden ver.),kard,https://www.youtube.com/watch?v=QWWLZOQKo78
2018,Smile Flower (웃음꽃),세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴)-웃음꽃(smile flower),seventeen,https://www.youtube.com/watch?v=PFCQiURzLkk
2018,Just Do It,세븐틴(SEVENTEEN),1,False,False,True,True,[m/v] 부석순(seventeen) - 거침없이(just do it),seventeen,https://www.youtube.com/watch?v=YGXiVHTy0JE
2018,Thanks (고맙다),세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - 고맙다(thanks),seventeen,https://www.youtube.com/watch?v=gZItyr1SNjU
2018,Sunny Summer,여자친구,0,False,False,True,True,여자친구 gfriend - 여름여름해 (sunny summer) m/v,여자친구 gfriend official,https://www.youtube.com/watch?v=M9P90QTo_uE
2018,Summer Rain,여자친구,0,False,False,True,True,여자친구 gfriend - 여름비 (summer rain) m/v,여자친구 gfriend official,https://www.youtube.com/watch?v=k7npTim4Xj4
2018,Stay Magical,Boy Story,0,False,False,True,True,boy story special song l '奇妙里(stay magical)' m/v,boy story,https://www.youtube.com/watch?v=mN_TH82wDU4
2018,Handz Up,Boy Story,0,False,False,True,True,boy story 'handz up' m/v,boy story,https://www.youtube.com/watch?v=klg8niUUjRQ
2018,Can't Stop,Boy Story,0,False,False,True,True,boy story 'can't stop' m/v,boy story,https://www.youtube.com/watch?v=l_I2Gw-fbn4
2018,Jump Up,Boy Story,0,False,False,True,True,boy story 'jump up' m/v,boy story,https://www.youtube.com/watch?v=x03WqXyeB9k
2018,How Old R U,Boy Story,0,False,False,True,True,boy story 'how old r u' m/v (subtitle ver.),boy story,https://www.youtube.com/watch?v=lPwTrTK9FzM
2018,Millions,Winner,0,False,False,True,True,winner - 'millions' m/v,winner,https://www.youtube.com/watch?v=PALjhRpnfbk
2018,죽겠다 (Killing Me),iKON,0,False,False,True,True,ikon - '죽겠다(killing me)' m/v,ikon,https://www.youtube.com/watch?v=RyVS7R9PN6U
2018,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,0,False,False,True,True,blackpink - ‘뚜두뚜두 (ddu-du ddu-du)’ m/v,blackpink,https://www.youtube.com/watch?v=IHNzOHi8sJs
2018,사랑을 했다 (Love Scenario),iKON,0,False,False,True,True,ikon - ‘사랑을 했다(love scenario)’ m/v,ikon,https://www.youtube.com/watch?v=vecSVX1QYbQ
2018,I'm on My Way,KARD,1,False,False,True,True,kard - ride on the wind m/v,kard,https://www.youtube.com/watch?v=6AZ3BAydZqI
2018,Everyday,Winner,0,False,False,True,True,winner - 'everyday' m/v,winner,https://www.youtube.com/watch?v=d1D1SJ-KqaQ
2018,Ride on the Wind,KARD,0,False,False,True,True,kard - ride on the wind m/v,kard,https://www.youtube.com/watch?v=6AZ3BAydZqI
2019,Hit,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - hit,seventeen,https://www.youtube.com/watch?v=F9CrRG6j2SM
2019,Fear,세븐틴(SEVENTEEN),0,False,False,True,True,[m/v] seventeen(세븐틴) - 독 : fear,seventeen,https://www.youtube.com/watch?v=ap14O5-G7UA
